order_id,order_date,ship_date,delivery_date,region,warehouse,product_category,unit_price,quantity,order_status,delay_reason,carrier
ORD-aad79f9c,2024-10-13,2024-10-16,2024-10-21,Central,WH-D,Accessories,71.22,1,Delivered,,Carrier D
ORD-370fd418,2024-01-23,2024-01-23,2024-01-29,Central,WH-D,Office,67.49,1,Cancelled,,Carrier D
ORD-12223814,2024-04-08,2024-04-09,2024-04-14,West,WH-D,Apparel,48.85,1,Delivered,,Carrier B
ORD-37edbb9b,2024-10-12,2024-10-12,2024-10-19,West,WH-D,Apparel,83.95,4,Delivered,,Carrier A
ORD-b5e97aa6,2024-10-13,2024-10-14,2024-10-21,West,WH-D,Electronics,104.63,3,Delivered,,Carrier B
ORD-a7e5c459,2024-10-26,2024-10-28,2024-11-01,East,WH-A,Accessories,102.35,4,Shipped,,Carrier D
ORD-e5064875,2024-10-26,2024-10-27,2024-10-31,East,WH-C,Electronics,81.37,1,Delivered,,Carrier B
ORD-36dd331a,2024-12-28,2024-12-29,2025-01-04,East,WH-C,Home,124.2,1,Delivered,,Carrier C
ORD-6982d1eb,2024-05-14,2024-05-14,2024-05-18,South,WH-B,Accessories,64.9,3,Delivered,,Carrier D
ORD-0f21a4af,2024-05-31,2024-06-01,2024-06-06,East,WH-C,Apparel,89.26,4,Delivered,,Carrier B
ORD-b4daaf6d,2024-11-04,2024-11-05,,West,WH-A,Electronics,89.95,4,Backorder,,Carrier C
ORD-ee0f6f66,2024-11-07,2024-11-07,2024-11-09,North,WH-D,Office,115.15,1,Delivered,,Carrier C
ORD-6b914721,2024-04-20,2024-04-20,2024-04-27,East,WH-D,Office,57.24,1,Delivered,,Carrier B
ORD-27238edf,2024-05-16,2024-05-18,2024-05-20,Central,WH-D,Office,97.48,2,Delivered,,Carrier D
ORD-406743b2,2024-05-22,2024-05-23,2024-05-31,East,WH-A,Accessories,112.05,1,Delivered,,Carrier D
ORD-38c82f56,2024-07-01,2024-07-02,2024-07-09,West,WH-C,Accessories,70.76,1,Delivered,,Carrier A
ORD-48cf0bcf,2024-07-19,2024-07-20,2024-07-22,West,WH-C,Electronics,78.14,3,Shipped,,Carrier B
ORD-f3fce7ab,2024-08-08,2024-08-11,2024-08-16,Central,WH-C,Accessories,77.24,2,Delivered,,Carrier A
ORD-14b59f10,2024-08-30,2024-09-01,2024-09-02,North,WH-B,Accessories,73.53,1,Delivered,,Carrier A
ORD-24fb0dd9,2024-12-06,2024-12-07,2024-12-09,Central,WH-B,Office,5.5,3,Shipped,,Carrier A
ORD-ea8494f5,2024-01-22,2024-01-22,2024-01-31,Central,WH-B,Electronics,123.21,3,Delivered,,Carrier C
ORD-af6ce3c5,2024-02-14,2024-02-16,,South,WH-D,Electronics,146.85,3,Backorder,,Carrier C
ORD-f2b6c917,2024-04-10,2024-04-13,2024-04-20,North,WH-D,Electronics,64.84,1,Delivered,,Carrier C
ORD-4737c385,2024-06-25,2024-06-27,2024-06-30,West,WH-A,Accessories,68.01,4,Delivered,,Carrier C
ORD-4fbd8c7d,2024-07-14,2024-07-18,,North,WH-A,Electronics,49.46,2,Delivered,,Carrier B
ORD-22f4203e,2024-08-15,2024-08-17,2024-08-18,South,WH-C,Electronics,82.28,3,Delivered,,Carrier B
ORD-75deb88a,2024-08-23,2024-08-24,2024-08-27,West,WH-B,Electronics,35.34,2,Delivered,,Carrier C
ORD-28785ac1,2024-09-04,2024-09-06,2024-09-07,North,WH-C,Office,42.68,3,Delivered,,Carrier A
ORD-94ecb69c,2024-11-11,2024-11-14,2024-11-18,West,WH-C,Home,106.94,3,Delivered,,Carrier D
ORD-afbadfe0,2024-11-23,2024-11-24,2024-11-27,North,WH-A,Apparel,93.57,2,Shipped,,Carrier B
ORD-311bc092,2024-01-08,2024-01-10,2024-01-17,Central,WH-B,Office,104.4,1,Delivered,,Carrier D
ORD-de1663c0,2024-03-22,2024-03-23,2024-03-25,East,WH-A,Home,53.1,3,Shipped,,Carrier D
ORD-45373fa6,2024-03-29,2024-04-01,2024-04-03,North,WH-D,Electronics,93.46,2,Delivered,,Carrier D
ORD-14b85d67,2024-05-18,2024-05-18,2024-05-23,North,WH-C,Accessories,65.15,4,Delivered,,Carrier A
ORD-c00760ed,2024-06-05,2024-06-07,2024-06-16,Central,WH-B,Home,36.44,2,Delivered,Fulfillment Issue,Carrier D
ORD-9fbbb91e,2024-12-19,2024-12-21,2024-12-30,Central,WH-B,Apparel,74.98,2,Delivered,Weather,Carrier B
ORD-86e6be0c,2024-01-29,2024-01-30,,Central,WH-D,Accessories,26.51,2,Backorder,,Carrier D
ORD-e6aca918,2024-05-07,2024-05-09,2024-05-17,West,WH-C,Apparel,115.6,1,Delivered,,Carrier A
ORD-e8c606c5,2024-06-23,2024-06-23,2024-06-27,West,WH-C,Accessories,181.26,4,Delivered,,Carrier C
ORD-c2bdbe43,2024-06-26,2024-06-28,,West,WH-C,Apparel,188.92,3,Backorder,,Carrier C
ORD-99e0dc11,2024-08-25,2024-08-27,2024-08-31,Central,WH-A,Home,104.29,2,Delivered,,Carrier A
ORD-a0567f1d,2024-02-24,2024-02-25,2024-03-01,North,WH-B,Accessories,48.16,4,Delivered,,Carrier C
ORD-acd9bf07,2024-04-19,2024-04-19,2024-04-21,South,WH-C,Home,48.02,1,Cancelled,,Carrier C
ORD-fc103dc2,2024-07-31,2024-08-02,2024-08-09,West,WH-C,Apparel,60.74,1,Shipped,,Carrier C
ORD-abc76ecc,2024-12-07,2024-12-11,2024-12-15,West,WH-C,Electronics,107.71,4,Delivered,,Carrier B
ORD-d4c29203,2024-12-22,2024-12-24,2024-12-28,North,WH-D,Electronics,83.49,2,Delivered,,Carrier A
ORD-5dfb54c8,2024-01-07,2024-01-08,2024-01-17,West,WH-D,Office,38.51,1,Delivered,,Carrier A
ORD-ffd82a05,2024-03-03,2024-03-05,,North,WH-A,Office,136.96,2,Backorder,,Carrier A
ORD-e97e44fe,2024-04-04,2024-04-05,2024-04-13,West,WH-C,Office,136.55,2,Delivered,,Carrier B
ORD-147c036f,2024-07-23,2024-07-23,,North,WH-A,Office,119.01,1,Backorder,,Carrier C
ORD-4660e3aa,2024-12-08,2024-12-09,,West,WH-A,Apparel,94.77,1,Shipped,,Carrier A
ORD-0aace5ee,2024-01-04,2024-01-08,2024-01-13,East,WH-B,Electronics,51.44,1,Delivered,,Carrier C
ORD-4b8d1b6c,2024-01-21,2024-01-22,,South,WH-B,Office,76.33,1,Backorder,,Carrier C
ORD-8481bb02,2024-04-21,2024-04-22,2024-04-30,West,WH-B,Electronics,43.34,1,Delivered,,Carrier B
ORD-11719942,2024-05-10,2024-05-13,2024-05-18,West,WH-A,Home,82.43,4,Shipped,,Carrier D
ORD-afe8bb28,2024-08-22,2024-08-24,2024-08-26,South,WH-B,Electronics,105.48,3,Delivered,,Carrier B
ORD-a4c9ec1d,2024-09-24,2024-09-25,2024-09-29,South,WH-C,Accessories,60.99,3,Delivered,,Carrier B
ORD-7c622825,2024-11-29,2024-11-30,2024-12-08,East,WH-B,Electronics,99.45,1,Cancelled,,Carrier C
ORD-fcad88fc,2024-12-05,2024-12-06,2024-12-13,West,WH-A,Office,181.14,1,Delivered,,Carrier A
ORD-72295410,2024-02-02,2024-02-02,,East,WH-D,Office,105.19,1,Backorder,,Carrier C
ORD-b3afe6f6,2024-03-10,2024-03-10,2024-03-11,Central,WH-D,Office,93.19,4,Delivered,,Carrier C
ORD-70f8d696,2024-05-02,2024-05-05,2024-05-13,North,WH-B,Electronics,84.31,1,Delivered,Weather,Carrier D
ORD-af937088,2024-05-13,2024-05-15,2024-05-17,East,WH-A,Office,70.0,3,Delivered,,Carrier B
ORD-b2f8a73e,2024-08-01,2024-08-03,2024-08-08,Central,WH-A,Apparel,114.51,1,Delivered,,Carrier D
ORD-a5f6abad,2024-11-28,2024-11-30,2024-12-03,South,WH-B,Apparel,46.8,2,Shipped,,Carrier C
ORD-a1b326c6,2024-12-13,2024-12-14,2024-12-18,North,WH-A,Office,52.29,2,Delivered,,Carrier D
ORD-65710e2f,2024-12-19,2024-12-21,,Central,WH-C,Home,62.59,3,Backorder,,Carrier B
ORD-c1e2c723,2024-12-20,2024-12-21,2024-12-28,South,WH-C,Electronics,95.16,1,Delivered,,Carrier C
ORD-e28a0ae5,2024-02-21,2024-02-25,2024-03-04,South,WH-A,Accessories,73.34,1,Delivered,Fulfillment Issue,Carrier A
ORD-c934c1ad,2024-04-17,2024-04-21,2024-04-23,Central,WH-A,Electronics,46.99,1,Delivered,,Carrier A
ORD-bd2f1ce7,2024-06-03,2024-06-06,2024-06-11,West,WH-C,Electronics,53.5,1,Shipped,,Carrier B
ORD-3360e2a2,2024-06-19,2024-06-21,2024-06-27,West,WH-A,Home,5.07,1,Delivered,,Carrier D
ORD-8b67b7e8,2024-07-19,2024-07-20,2024-07-26,North,WH-A,Home,81.26,2,Delivered,,Carrier D
ORD-a1a6a138,2024-09-11,2024-09-13,2024-09-20,Central,WH-D,Apparel,120.09,1,Delivered,,Carrier A
ORD-1e7ffbb8,2024-10-22,2024-10-22,2024-10-26,West,WH-D,Accessories,63.44,1,Delivered,,Carrier A
ORD-9fcabba3,2024-07-13,2024-07-14,2024-07-22,North,WH-D,Accessories,129.71,1,Delivered,,Carrier C
ORD-1a175b4f,2024-07-22,2024-07-23,2024-07-24,North,WH-A,Electronics,109.09,1,Delivered,,Carrier A
ORD-46aa5750,2024-10-01,2024-10-05,2024-10-08,South,WH-B,Accessories,42.3,4,Delivered,,Carrier C
ORD-bdb1e7ee,2024-11-02,2024-11-04,2024-11-10,West,WH-D,Apparel,146.61,1,Delivered,,Carrier B
ORD-42aedea6,2024-12-05,2024-12-08,2024-12-16,North,WH-A,Apparel,98.04,1,Delivered,Weather,Carrier D
ORD-0502a577,2024-02-20,2024-02-20,2024-02-22,East,WH-C,Accessories,138.91,1,Delivered,,Carrier B
ORD-3f4fa071,2024-05-01,2024-05-02,2024-05-07,East,WH-C,Home,113.84,4,Delivered,,Carrier C
ORD-ed9bbfdd,2024-02-10,2024-02-11,2024-02-18,Central,WH-B,Electronics,45.88,3,Shipped,,Carrier B
ORD-bc76a849,2024-02-18,2024-02-18,2024-02-27,Central,WH-A,Office,46.77,1,Delivered,,Carrier C
ORD-23be405c,2024-02-25,2024-02-28,2024-03-03,South,WH-B,Electronics,66.94,1,Delivered,,Carrier C
ORD-f9837eed,2024-05-12,2024-05-13,2024-05-17,West,WH-D,Accessories,87.08,4,Delivered,,Carrier C
ORD-2c09b849,2024-07-03,2024-07-04,,Central,WH-C,Accessories,94.78,1,Backorder,,Carrier C
ORD-ee1f16a2,2024-07-22,2024-07-24,2024-07-30,South,WH-A,Office,62.18,1,Delivered,,Carrier A
ORD-fd8cb805,2024-07-27,2024-07-30,2024-08-07,North,WH-B,Apparel,42.84,4,Delivered,Fulfillment Issue,Carrier B
ORD-87ffc6f0,2024-08-02,2024-08-03,2024-08-11,East,WH-D,Apparel,60.67,2,Delivered,,Carrier D
ORD-83db4afb,2024-12-14,2024-12-15,2024-12-18,North,WH-C,Electronics,104.02,1,Delivered,,Carrier A
ORD-866e0f17,2024-12-27,2024-12-29,2024-12-30,Central,WH-A,Apparel,108.96,4,Delivered,,Carrier C
ORD-34f66e8d,2024-01-21,2024-01-22,2024-01-29,Central,WH-C,Electronics,114.1,4,Delivered,,Carrier A
ORD-f3ebea72,2024-02-05,2024-02-06,2024-02-08,East,WH-B,Apparel,36.72,4,Delivered,,Carrier C
ORD-de454eba,2024-03-02,2024-03-04,2024-03-08,East,WH-B,Apparel,66.45,4,Delivered,,Carrier B
ORD-0dce390b,2024-03-07,2024-03-09,2024-03-15,East,WH-A,Electronics,127.22,1,Delivered,,Carrier B
ORD-0f2719d6,2024-04-20,2024-04-22,2024-04-29,North,WH-C,Apparel,17.27,2,Delivered,,Carrier C
ORD-3d58a16f,2024-04-24,2024-04-27,2024-04-30,East,WH-C,Apparel,114.29,2,Delivered,,Carrier D
ORD-f730f2ee,2024-07-29,2024-07-29,2024-08-03,North,WH-A,Apparel,140.99,1,Cancelled,,Carrier B
ORD-2df0c27f,2024-08-14,2024-08-15,,South,WH-D,Home,61.99,3,Backorder,,Carrier C
ORD-80d0a919,2024-09-30,2024-10-01,2024-10-02,South,WH-A,Accessories,96.27,3,Delivered,,Carrier B
ORD-291b39e6,2024-02-05,2024-02-06,,East,WH-B,Home,109.37,4,Backorder,,Carrier B
ORD-eabf480f,2024-04-08,2024-04-11,,East,WH-B,Accessories,117.17,1,Delivered,,Carrier D
ORD-c09b2678,2024-05-24,2024-05-24,2024-06-02,North,WH-D,Accessories,74.89,1,Delivered,,Carrier A
ORD-e19f569d,2024-06-17,2024-06-19,2024-06-27,West,WH-C,Office,29.2,1,Delivered,,Carrier D
ORD-1385af43,2024-07-11,2024-07-13,2024-07-16,East,WH-D,Office,74.49,2,Delivered,,Carrier D
ORD-8af8384b,2024-09-15,2024-09-17,2024-09-19,West,WH-A,Apparel,21.05,1,Delivered,,Carrier B
ORD-20faf3b6,2024-07-21,2024-07-22,2024-07-31,West,WH-B,Office,81.18,1,Shipped,,Carrier B
ORD-9fb36959,2024-09-24,2024-09-24,,West,WH-B,Home,121.88,1,Delivered,,Carrier C
ORD-b89a7c0c,2024-11-12,2024-11-13,2024-11-18,South,WH-A,Home,96.81,4,Delivered,,Carrier D
ORD-7de02f11,2024-01-30,2024-02-01,2024-02-10,South,WH-A,Office,132.2,3,Delivered,Weather,Carrier D
ORD-fa163adf,2024-03-08,2024-03-09,2024-03-13,West,WH-D,Home,63.74,1,Delivered,,Carrier D
ORD-7e2ee961,2024-03-12,2024-03-15,2024-03-24,West,WH-A,Apparel,75.46,2,Delivered,Fulfillment Issue,Carrier B
ORD-de93574b,2024-04-30,2024-04-30,2024-05-06,North,WH-C,Electronics,105.02,1,Delivered,,Carrier C
ORD-70bf8841,2024-11-06,2024-11-08,,Central,WH-A,Home,139.39,4,Backorder,,Carrier B
ORD-31259db2,2024-11-18,2024-11-19,2024-11-25,North,WH-C,Electronics,4.68,3,Delivered,,Carrier B
ORD-820328da,2024-01-28,2024-01-29,2024-02-06,East,WH-C,Home,19.06,1,Delivered,,Carrier C
ORD-2aa6b3c0,2024-02-10,2024-02-11,2024-02-19,Central,WH-B,Accessories,35.02,1,Delivered,,Carrier C
ORD-1217f9cc,2024-03-27,2024-03-30,2024-04-03,East,WH-C,Home,35.93,1,Delivered,,Carrier D
ORD-2be24f33,2024-04-02,2024-04-04,2024-04-09,Central,WH-A,Office,78.95,1,Shipped,,Carrier B
ORD-a32ac61d,2024-05-08,2024-05-08,2024-05-10,South,WH-B,Apparel,74.9,3,Cancelled,,Carrier D
ORD-6de03dab,2024-08-01,2024-08-01,2024-08-09,Central,WH-D,Office,74.19,1,Delivered,,Carrier C
ORD-038ef600,2024-08-27,2024-08-27,,East,WH-B,Office,68.96,3,Backorder,,Carrier D
ORD-20f33713,2024-10-31,2024-11-04,2024-11-05,West,WH-A,Home,138.44,3,Delivered,,Carrier B
ORD-ee50c408,2024-02-04,2024-02-05,2024-02-08,South,WH-C,Electronics,80.1,1,Delivered,,Carrier D
ORD-c80b523b,2024-07-11,2024-07-11,,East,WH-C,Apparel,102.28,1,Backorder,,Carrier D
ORD-10b09fa0,2024-07-27,2024-07-28,2024-07-30,West,WH-C,Home,36.34,2,Delivered,,Carrier A
ORD-a3666027,2024-08-26,2024-08-27,2024-09-05,North,WH-B,Apparel,66.22,2,Delivered,,Carrier C
ORD-370087de,2024-09-05,2024-09-06,2024-09-14,Central,WH-D,Office,137.15,1,Delivered,,Carrier B
ORD-fa9723b8,2024-06-26,2024-06-28,2024-07-06,North,WH-D,Apparel,31.59,1,Shipped,,Carrier D
ORD-f421622c,2024-11-30,2024-12-01,2024-12-04,Central,WH-D,Home,89.83,3,Delivered,,Carrier A
ORD-0c4a69f5,2024-01-16,2024-01-18,2024-01-24,Central,WH-B,Electronics,66.89,1,Delivered,,Carrier D
ORD-8a5c73e0,2024-05-06,2024-05-08,2024-05-11,South,WH-A,Office,78.69,1,Delivered,,Carrier C
ORD-f0230372,2024-06-19,2024-06-20,2024-06-28,East,WH-A,Office,18.1,3,Delivered,,Carrier A
ORD-f75b64b0,2024-08-17,2024-08-19,2024-08-21,North,WH-B,Home,88.16,2,Delivered,,Carrier D
ORD-b0ea0227,2024-08-22,2024-08-22,2024-08-27,North,WH-B,Accessories,13.88,4,Delivered,,Carrier D
ORD-2c647418,2024-11-15,2024-11-16,,North,WH-D,Apparel,98.78,1,Delivered,,Carrier B
ORD-abf00dea,2024-11-23,2024-11-25,2024-12-04,East,WH-D,Office,87.53,1,Cancelled,,Carrier B
ORD-de8cd8c9,2024-03-08,2024-03-10,2024-03-17,East,WH-B,Accessories,99.81,1,Delivered,,Carrier D
ORD-f76941f6,2024-06-07,2024-06-08,2024-06-13,North,WH-B,Office,16.44,2,Delivered,,Carrier A
ORD-569e1941,2024-08-20,2024-08-21,,Central,WH-B,Accessories,95.97,2,Backorder,,Carrier C
ORD-d458cf58,2024-08-23,2024-08-25,,West,WH-D,Office,84.57,1,Shipped,,Carrier A
ORD-d8ca4308,2024-09-13,2024-09-15,2024-09-17,East,WH-D,Home,80.07,2,Delivered,,Carrier C
ORD-0448ac4d,2024-10-02,2024-10-03,2024-10-05,South,WH-D,Apparel,102.39,1,Delivered,,Carrier B
ORD-ea3673a9,2024-10-28,2024-10-29,2024-11-04,West,WH-D,Office,126.41,2,Shipped,,Carrier B
ORD-2e0a3134,2024-11-03,2024-11-05,2024-11-07,North,WH-D,Electronics,9.47,1,Delivered,,Carrier B
ORD-cfe9e426,2024-04-18,2024-04-19,2024-04-21,South,WH-C,Accessories,121.59,1,Cancelled,,Carrier C
ORD-0efee4cd,2024-06-05,2024-06-05,2024-06-09,North,WH-B,Office,82.38,1,Delivered,,Carrier D
ORD-4721e8fc,2024-06-27,2024-06-27,2024-07-06,Central,WH-A,Home,63.95,1,Shipped,,Carrier A
ORD-d72f0544,2024-07-27,2024-07-28,2024-07-30,Central,WH-C,Office,108.94,1,Delivered,,Carrier D
ORD-86c14475,2024-09-01,2024-09-05,2024-09-12,South,WH-A,Office,88.41,3,Delivered,Carrier Delay,Carrier A
ORD-d8dfcc5e,2024-10-26,2024-10-29,2024-11-04,West,WH-D,Home,63.86,4,Delivered,,Carrier D
ORD-a359e5e1,2024-12-08,2024-12-09,,West,WH-A,Electronics,112.88,3,Backorder,,Carrier C
ORD-389ca94e,2024-05-09,2024-05-09,2024-05-14,South,WH-C,Office,56.77,4,Delivered,,Carrier D
ORD-4e4f8b3b,2024-06-19,2024-06-21,2024-06-23,North,WH-B,Office,85.43,4,Delivered,,Carrier B
ORD-8637a3e3,2024-04-06,2024-04-07,2024-04-16,East,WH-B,Apparel,61.8,4,Delivered,,Carrier A
ORD-0474dba5,2024-07-29,2024-07-29,2024-08-03,South,WH-C,Electronics,86.25,3,Delivered,,Carrier D
ORD-be462c6a,2024-08-12,2024-08-13,2024-08-20,North,WH-C,Apparel,140.65,4,Delivered,,Carrier D
ORD-0b3cc221,2024-01-20,2024-01-21,2024-01-26,South,WH-A,Accessories,136.24,2,Delivered,,Carrier B
ORD-49e99e57,2024-01-28,2024-01-30,2024-02-03,North,WH-A,Office,158.53,1,Delivered,,Carrier C
ORD-b5ca4731,2024-05-09,2024-05-11,2024-05-17,Central,WH-A,Electronics,93.31,3,Delivered,,Carrier D
ORD-5b5a6675,2024-06-06,2024-06-10,2024-06-11,South,WH-C,Apparel,77.64,1,Delivered,,Carrier B
ORD-60c25a08,2024-10-11,2024-10-12,2024-10-20,West,WH-A,Electronics,81.88,3,Delivered,,Carrier C
ORD-695b3707,2024-02-10,2024-02-10,,North,WH-B,Electronics,87.89,4,Backorder,,Carrier B
ORD-753d599c,2024-05-18,2024-05-23,2024-05-25,North,WH-D,Accessories,54.9,1,Delivered,,Carrier A
ORD-8c7905e3,2024-08-20,2024-08-21,,East,WH-B,Accessories,61.64,1,Backorder,,Carrier B
ORD-02cb539c,2024-09-11,2024-09-12,2024-09-21,West,WH-D,Electronics,165.11,1,Shipped,,Carrier B
ORD-360abfa4,2024-09-16,2024-09-19,2024-09-22,East,WH-C,Apparel,44.41,1,Delivered,,Carrier A
ORD-1fea7674,2024-10-17,2024-10-21,2024-10-27,East,WH-A,Office,41.57,2,Delivered,,Carrier B
ORD-a6325977,2024-10-28,2024-10-30,2024-11-08,North,WH-C,Accessories,50.39,1,Delivered,Weather,Carrier A
ORD-cb1426df,2024-01-09,2024-01-10,2024-01-14,South,WH-D,Home,86.98,2,Delivered,,Carrier D
ORD-3009ba70,2024-02-03,2024-02-03,2024-02-12,North,WH-B,Home,140.61,1,Shipped,,Carrier A
ORD-d86ca8b7,2024-09-13,2024-09-15,2024-09-16,West,WH-B,Home,58.33,3,Delivered,,Carrier B
ORD-1dc4a949,2024-11-13,2024-11-13,2024-11-15,East,WH-D,Electronics,90.21,2,Delivered,,Carrier C
ORD-cd82c3b5,2024-02-26,2024-02-26,2024-03-05,Central,WH-D,Office,123.73,2,Delivered,,Carrier B
ORD-61a17cd8,2024-03-06,2024-03-07,2024-03-10,North,WH-B,Electronics,13.93,1,Delivered,,Carrier A
ORD-e54960d8,2024-07-02,2024-07-03,2024-07-11,West,WH-B,Accessories,81.37,1,Delivered,,Carrier A
ORD-8a318e14,2024-12-03,2024-12-04,2024-12-05,East,WH-D,Home,19.56,1,Delivered,,Carrier B
ORD-b5a8a657,2024-01-13,2024-01-13,2024-01-19,South,WH-A,Apparel,76.54,2,Delivered,,Carrier D
ORD-995fd4a9,2024-03-09,2024-03-11,2024-03-19,East,WH-B,Home,112.99,3,Delivered,,Carrier C
ORD-3638afa3,2024-06-04,2024-06-05,2024-06-11,North,WH-D,Home,43.36,4,Delivered,,Carrier A
ORD-1e0d1aa0,2024-06-15,2024-06-16,2024-06-19,East,WH-C,Apparel,81.32,1,Delivered,,Carrier B
ORD-212630bf,2024-07-27,2024-07-29,2024-08-02,South,WH-B,Accessories,90.71,2,Delivered,,Carrier D
ORD-6865fb47,2024-08-27,2024-08-27,2024-09-05,South,WH-D,Electronics,103.83,1,Delivered,,Carrier A
ORD-3e75a542,2024-09-05,2024-09-05,2024-09-13,North,WH-B,Electronics,55.68,2,Cancelled,,Carrier B
ORD-17e7fcff,2024-10-03,2024-10-04,2024-10-11,South,WH-A,Apparel,38.71,1,Shipped,,Carrier B
ORD-ab1860cd,2024-10-07,2024-10-08,2024-10-17,North,WH-D,Office,85.51,3,Delivered,,Carrier C
ORD-d41711a9,2024-10-09,2024-10-15,2024-10-17,South,WH-B,Office,125.44,1,Delivered,,Carrier B
ORD-a358cd96,2024-10-17,2024-10-22,2024-10-30,East,WH-C,Accessories,2.83,4,Delivered,Fulfillment Issue,Carrier B
ORD-0a87066d,2024-05-03,2024-05-04,2024-05-05,West,WH-A,Home,43.43,4,Delivered,,Carrier D
ORD-e3582f7d,2024-06-20,2024-06-20,2024-06-29,West,WH-D,Office,81.48,2,Delivered,,Carrier D
ORD-35c40b5f,2024-01-10,2024-01-14,2024-01-22,West,WH-A,Office,134.37,3,Delivered,Fulfillment Issue,Carrier A
ORD-622c415e,2024-02-13,2024-02-15,2024-02-23,East,WH-B,Accessories,47.72,2,Delivered,,Carrier B
ORD-e1b7b23f,2024-03-06,2024-03-08,2024-03-15,West,WH-C,Office,126.87,4,Delivered,,Carrier C
ORD-50e17037,2024-04-18,2024-04-19,2024-04-25,Central,WH-D,Electronics,96.53,4,Delivered,,Carrier C
ORD-277940a3,2024-05-22,2024-05-26,,West,WH-B,Apparel,142.62,4,Delivered,,Carrier B
ORD-65158aa4,2024-05-29,2024-05-31,2024-06-01,Central,WH-C,Office,43.86,4,Delivered,,Carrier D
ORD-c47d2daf,2024-07-29,2024-08-02,2024-08-09,West,WH-C,Office,63.33,1,Shipped,,Carrier D
ORD-59a5d2b2,2024-08-13,2024-08-14,2024-08-22,Central,WH-A,Office,18.48,1,Delivered,,Carrier A
ORD-31c58afa,2024-10-10,2024-10-11,2024-10-17,North,WH-D,Accessories,105.24,2,Shipped,,Carrier B
ORD-44a3a74a,2024-12-12,2024-12-12,2024-12-17,West,WH-C,Home,136.67,3,Delivered,,Carrier D
ORD-4aae46ee,2024-12-22,2024-12-24,2024-12-30,East,WH-A,Office,52.38,2,Delivered,,Carrier D
ORD-6a913ac9,2024-12-26,2024-12-27,2025-01-02,South,WH-D,Electronics,42.05,4,Delivered,,Carrier C
ORD-90d6e591,2024-03-27,2024-03-28,2024-03-31,North,WH-B,Home,12.23,1,Delivered,,Carrier D
ORD-211027b4,2024-05-03,2024-05-03,2024-05-05,South,WH-C,Apparel,51.97,3,Shipped,,Carrier B
ORD-c2121427,2024-05-06,2024-05-08,2024-05-17,North,WH-D,Office,88.74,3,Delivered,Carrier Delay,Carrier B
ORD-f4d41d86,2024-03-19,2024-03-21,2024-03-22,South,WH-D,Home,138.49,2,Cancelled,,Carrier C
ORD-c12031ab,2024-03-22,2024-03-22,2024-03-28,Central,WH-D,Accessories,100.1,1,Delivered,,Carrier C
ORD-af8f8838,2024-06-01,2024-06-06,2024-06-14,North,WH-A,Accessories,128.48,3,Delivered,Weather,Carrier B
ORD-2488382d,2024-02-04,2024-02-07,2024-02-16,South,WH-D,Home,184.06,2,Delivered,Carrier Delay,Carrier B
ORD-f923cacc,2024-02-21,2024-02-23,,North,WH-A,Electronics,132.39,4,Backorder,,Carrier D
ORD-43526e52,2024-03-01,2024-03-03,2024-03-12,East,WH-D,Apparel,89.34,2,Delivered,Inventory Shortage,Carrier C
ORD-a79d77ef,2024-03-09,2024-03-11,2024-03-13,South,WH-B,Office,164.67,1,Delivered,,Carrier B
ORD-99e00e39,2024-03-30,2024-03-31,2024-04-05,North,WH-D,Accessories,69.53,1,Delivered,,Carrier B
ORD-27188ada,2024-04-06,2024-04-10,2024-04-19,North,WH-B,Apparel,99.75,1,Delivered,Weather,Carrier D
ORD-e3ad7f4a,2024-06-16,2024-06-17,2024-06-20,Central,WH-A,Apparel,86.49,3,Delivered,,Carrier A
ORD-35f78790,2024-06-19,2024-06-19,2024-06-24,West,WH-A,Home,95.82,2,Delivered,,Carrier A
ORD-70b21fc3,2024-08-01,2024-08-02,2024-08-06,Central,WH-B,Office,107.65,4,Delivered,,Carrier D
ORD-c8d3a22d,2024-07-10,2024-07-12,2024-07-18,North,WH-A,Electronics,5.56,3,Delivered,,Carrier C
ORD-5a368df3,2024-10-19,2024-10-19,2024-10-27,North,WH-A,Electronics,118.22,1,Delivered,,Carrier B
ORD-ab54ced5,2024-12-15,2024-12-16,2024-12-25,North,WH-D,Accessories,32.1,1,Delivered,,Carrier C
ORD-22bb26a6,2024-01-07,2024-01-07,2024-01-15,West,WH-C,Accessories,126.46,3,Shipped,,Carrier D
ORD-56cdb467,2024-03-06,2024-03-07,2024-03-14,East,WH-C,Apparel,72.6,1,Delivered,,Carrier C
ORD-54ad5c70,2024-04-20,2024-04-23,2024-05-01,West,WH-A,Home,99.89,1,Delivered,Weather,Carrier A
ORD-db0ca208,2024-05-23,2024-05-24,2024-05-27,West,WH-B,Electronics,36.94,1,Delivered,,Carrier A
ORD-7c51325a,2024-05-31,2024-06-03,2024-06-09,East,WH-B,Home,59.89,1,Cancelled,,Carrier D
ORD-31af749a,2024-10-09,2024-10-10,2024-10-14,West,WH-D,Apparel,85.96,1,Delivered,,Carrier A
ORD-c286deb7,2024-11-14,2024-11-18,2024-11-22,East,WH-A,Home,81.61,4,Shipped,,Carrier A
ORD-c90b294a,2024-11-27,2024-11-27,2024-11-28,East,WH-D,Apparel,115.8,1,Shipped,,Carrier D
